sub_region_1,date,transit_stations_percent_change_from_baseline
Tavastia Proper,2020-05-05,-43.0
Tavastia Proper,2020-05-06,-43.0
Tavastia Proper,2020-05-07,-42.0
Tavastia Proper,2020-05-08,-43.0
Tavastia Proper,2020-05-09,-35.0
Tavastia Proper,2020-05-10,-29.0
Tavastia Proper,2020-05-11,-48.0
Tavastia Proper,2020-05-12,-46.0
Tavastia Proper,2020-05-13,-48.0
Tavastia Proper,2020-05-14,-37.0
Tavastia Proper,2020-05-15,-47.0
Tavastia Proper,2020-05-16,-34.0
Tavastia Proper,2020-05-17,-36.0
Tavastia Proper,2020-05-18,-35.0
Tavastia Proper,2020-05-19,-42.0
Tavastia Proper,2020-05-20,-35.0
Tavastia Proper,2020-05-21,-41.0
Tavastia Proper,2020-05-22,-37.0
Tavastia Proper,2020-05-23,-29.0
Tavastia Proper,2020-05-24,-25.0
Tavastia Proper,2020-05-25,-34.0
Tavastia Proper,2020-05-26,-30.0
Tavastia Proper,2020-05-27,-36.0
Tavastia Proper,2020-05-28,-31.0
Tavastia Proper,2020-05-29,-40.0
Tavastia Proper,2020-05-30,-16.0
Tavastia Proper,2020-05-31,-13.0
Tavastia Proper,2020-06-01,-28.0
Tavastia Proper,2020-06-02,-30.0
Tavastia Proper,2020-06-03,-34.0
Tavastia Proper,2020-06-04,-29.0
Tavastia Proper,2020-06-05,-37.0
Tavastia Proper,2020-06-06,-34.0
Tavastia Proper,2020-06-07,-8.0
Tavastia Proper,2020-06-08,-33.0
Tavastia Proper,2020-06-09,-34.0
Tavastia Proper,2020-06-10,-34.0
Tavastia Proper,2020-06-11,-22.0
Tavastia Proper,2020-06-12,-29.0
Tavastia Proper,2020-06-13,-4.0
Tavastia Proper,2020-06-14,1.0
Tavastia Proper,2020-06-15,-26.0
Tavastia Proper,2020-06-16,-30.0
Tavastia Proper,2020-06-17,-32.0
Tavastia Proper,2020-06-18,-22.0
Tavastia Proper,2020-06-19,-52.0
Tavastia Proper,2020-06-20,-31.0
Tavastia Proper,2020-06-21,-10.0
Tavastia Proper,2020-06-22,-22.0
Tavastia Proper,2020-06-23,-28.0
Tavastia Proper,2020-06-24,-29.0
Tavastia Proper,2020-06-25,-23.0
Tavastia Proper,2020-06-26,-32.0
Tavastia Proper,2020-06-27,-16.0
Tavastia Proper,2020-06-28,-7.0
Tavastia Proper,2020-06-29,-30.0
Tavastia Proper,2020-06-30,-40.0
Tavastia Proper,2020-07-01,-37.0
Tavastia Proper,2020-07-02,-29.0
Tavastia Proper,2020-07-03,-33.0
Tavastia Proper,2020-07-04,-34.0
Tavastia Proper,2020-07-05,-15.0
Tavastia Proper,2020-07-06,-24.0
Tavastia Proper,2020-07-07,-31.0
Tavastia Proper,2020-07-08,-35.0
Tavastia Proper,2020-07-09,-28.0
Tavastia Proper,2020-07-10,-28.0
Tavastia Proper,2020-07-11,-29.0
Tavastia Proper,2020-07-12,-12.0
Tavastia Proper,2020-07-13,-31.0
Tavastia Proper,2020-07-14,-29.0
Tavastia Proper,2020-07-15,-29.0
Tavastia Proper,2020-07-16,-22.0
Tavastia Proper,2020-07-17,-34.0
Tavastia Proper,2020-07-18,-11.0
Tavastia Proper,2020-07-19,1.0
Tavastia Proper,2020-07-20,-27.0
Tavastia Proper,2020-07-21,-30.0
Tavastia Proper,2020-07-22,-34.0
Tavastia Proper,2020-07-23,-35.0
Tavastia Proper,2020-07-24,-43.0
Tavastia Proper,2020-07-25,-28.0
Tavastia Proper,2020-07-26,-7.0
Tavastia Proper,2020-07-27,-26.0
Tavastia Proper,2020-07-28,-34.0
Tavastia Proper,2020-07-29,-43.0
Tavastia Proper,2020-07-30,-32.0
Tavastia Proper,2020-07-31,-33.0
Tavastia Proper,2020-08-01,-12.0
Tavastia Proper,2020-08-02,-10.0
Tavastia Proper,2020-08-03,-26.0
Tavastia Proper,2020-08-04,-25.0
Tavastia Proper,2020-08-05,-28.0
Tavastia Proper,2020-08-06,-23.0
Tavastia Proper,2020-08-07,-26.0
Tavastia Proper,2020-08-08,-5.0
Tavastia Proper,2020-08-09,-8.0
Tavastia Proper,2020-08-10,-15.0
Tavastia Proper,2020-08-11,-23.0
Tavastia Proper,2020-08-12,-35.0
Tavastia Proper,2020-08-13,-22.0
Tavastia Proper,2020-08-14,-32.0
Tavastia Proper,2020-08-15,-14.0
Tavastia Proper,2020-08-16,23.0
Tavastia Proper,2020-09-11,-10.0
Tavastia Proper,2020-09-12,-16.0
Tavastia Proper,2020-09-13,10.0
Tavastia Proper,2020-09-14,-6.0
Tavastia Proper,2020-09-15,-7.0
Tavastia Proper,2020-09-16,-21.0
Tavastia Proper,2020-09-17,-15.0
Tavastia Proper,2020-09-18,-16.0
Tavastia Proper,2020-09-19,-11.0
Tavastia Proper,2020-09-20,0.0
Tavastia Proper,2020-09-21,-5.0
Tavastia Proper,2020-09-22,-10.0
Tavastia Proper,2020-09-23,-17.0
Tavastia Proper,2020-09-24,-11.0
Tavastia Proper,2020-09-25,-18.0
Tavastia Proper,2020-09-26,-3.0
Tavastia Proper,2020-09-27,5.0
Tavastia Proper,2020-09-28,-3.0
Tavastia Proper,2020-09-29,-14.0
Tavastia Proper,2020-09-30,-15.0
Tavastia Proper,2020-10-01,-9.0
Tavastia Proper,2020-10-02,-15.0
Tavastia Proper,2020-10-03,-12.0
Tavastia Proper,2020-10-04,0.0
Tavastia Proper,2020-10-05,-14.0
Tavastia Proper,2020-10-06,-21.0
Tavastia Proper,2020-10-07,-25.0
Tavastia Proper,2020-10-08,-15.0
Tavastia Proper,2020-10-09,-25.0
Tavastia Proper,2020-10-10,-16.0
Tavastia Proper,2020-10-11,-17.0
Tavastia Proper,2020-10-12,-22.0
Tavastia Proper,2020-10-13,-25.0
Tavastia Proper,2020-10-14,-26.0
Tavastia Proper,2020-10-15,-19.0
Tavastia Proper,2020-10-16,-34.0
Tavastia Proper,2020-10-17,-17.0
Tavastia Proper,2020-10-18,-8.0
Tavastia Proper,2020-10-19,-19.0
Tavastia Proper,2020-10-20,-25.0
Tavastia Proper,2020-10-21,-30.0
Tavastia Proper,2020-10-22,-21.0
Tavastia Proper,2020-10-23,-28.0
Tavastia Proper,2020-10-24,-20.0
Tavastia Proper,2020-10-25,-8.0
Tavastia Proper,2020-10-26,-16.0
Tavastia Proper,2020-10-27,-22.0
Tavastia Proper,2020-10-28,-23.0
Tavastia Proper,2020-10-29,-23.0
Tavastia Proper,2020-10-30,-24.0
Tavastia Proper,2020-10-31,-19.0
Tavastia Proper,2020-11-01,-15.0
Tavastia Proper,2020-11-02,-15.0
Tavastia Proper,2020-11-03,-24.0
Tavastia Proper,2020-11-04,-26.0
Tavastia Proper,2020-11-05,-12.0
Tavastia Proper,2020-11-06,-26.0
Tavastia Proper,2020-11-07,-26.0
Tavastia Proper,2020-11-08,-8.0
Tavastia Proper,2020-11-09,-26.0
Tavastia Proper,2020-11-10,-22.0
Tavastia Proper,2020-11-11,-29.0
Tavastia Proper,2020-11-12,-23.0
Tavastia Proper,2020-11-13,-28.0
Tavastia Proper,2020-11-14,-26.0
Tavastia Proper,2020-11-15,-21.0
Tavastia Proper,2020-11-16,-24.0
Tavastia Proper,2020-11-17,-32.0
Tavastia Proper,2020-11-18,-30.0
Tavastia Proper,2020-11-19,-27.0
Tavastia Proper,2020-11-20,-29.0
Tavastia Proper,2020-11-21,-34.0
Tavastia Proper,2020-11-22,-10.0
Tavastia Proper,2020-11-23,-21.0
Tavastia Proper,2020-11-24,-26.0
Tavastia Proper,2020-11-25,-33.0
Tavastia Proper,2020-11-26,-26.0
Tavastia Proper,2020-11-27,-33.0
Tavastia Proper,2020-11-28,-36.0
Tavastia Proper,2020-11-29,-32.0
Tavastia Proper,2020-11-30,-37.0
Tavastia Proper,2020-12-01,-36.0
Tavastia Proper,2020-12-02,-34.0
Tavastia Proper,2020-12-03,-32.0
Tavastia Proper,2020-12-04,-34.0
Tavastia Proper,2020-12-05,-39.0
Tavastia Proper,2020-12-06,-32.0
Tavastia Proper,2020-12-07,-32.0
Tavastia Proper,2020-12-08,-29.0
Tavastia Proper,2020-12-09,-38.0
Tavastia Proper,2020-12-10,-31.0
Tavastia Proper,2020-12-11,-39.0
Tavastia Proper,2020-12-12,-38.0
Tavastia Proper,2020-12-13,-33.0
Tavastia Proper,2020-12-14,-31.0
Tavastia Proper,2020-12-15,-31.0
Tavastia Proper,2020-12-16,-38.0
Tavastia Proper,2020-12-17,-32.0
Tavastia Proper,2020-12-18,-38.0
Tavastia Proper,2020-12-19,-36.0
Tavastia Proper,2020-12-20,-35.0
Tavastia Proper,2020-12-21,-43.0
Tavastia Proper,2020-12-22,-40.0
Tavastia Proper,2020-12-23,-38.0
Tavastia Proper,2020-12-24,-53.0
Tavastia Proper,2020-12-25,-61.0
Tavastia Proper,2020-12-26,-39.0
Tavastia Proper,2020-12-27,-29.0
Tavastia Proper,2020-12-28,-40.0
Tavastia Proper,2020-12-29,-42.0
Tavastia Proper,2020-12-30,-48.0
Tavastia Proper,2020-12-31,-32.0
Uusimaa,2020-02-15,-5.0
Uusimaa,2020-02-16,-13.0
Uusimaa,2020-02-17,-14.0
Uusimaa,2020-02-18,-15.0
Uusimaa,2020-02-19,-14.0
Uusimaa,2020-02-20,-16.0
Uusimaa,2020-02-21,-19.0
Uusimaa,2020-02-22,-15.0
Uusimaa,2020-02-23,-2.0
Uusimaa,2020-02-24,-3.0
Uusimaa,2020-02-25,-1.0
Uusimaa,2020-02-26,-4.0
Uusimaa,2020-02-27,-3.0
Uusimaa,2020-02-28,-5.0
Uusimaa,2020-02-29,0.0
Uusimaa,2020-03-01,-6.0
Uusimaa,2020-03-02,-5.0
Uusimaa,2020-03-03,-8.0
Uusimaa,2020-03-04,-10.0
Uusimaa,2020-03-05,-8.0
Uusimaa,2020-03-06,-8.0
Uusimaa,2020-03-07,-4.0
Uusimaa,2020-03-08,-4.0
Uusimaa,2020-03-09,-9.0
Uusimaa,2020-03-10,-11.0
Uusimaa,2020-03-11,-13.0
Uusimaa,2020-03-12,-17.0
Uusimaa,2020-03-13,-30.0
Uusimaa,2020-03-14,-34.0
Uusimaa,2020-03-15,-37.0
Uusimaa,2020-03-16,-39.0
Uusimaa,2020-03-17,-48.0
Uusimaa,2020-03-18,-51.0
Uusimaa,2020-03-19,-53.0
Uusimaa,2020-03-20,-56.0
Uusimaa,2020-03-21,-58.0
Uusimaa,2020-03-22,-57.0
Uusimaa,2020-03-23,-59.0
Uusimaa,2020-03-24,-60.0
Uusimaa,2020-03-25,-60.0
Uusimaa,2020-03-26,-61.0
Uusimaa,2020-03-27,-63.0
Uusimaa,2020-03-28,-61.0
Uusimaa,2020-03-29,-64.0
Uusimaa,2020-03-30,-62.0
Uusimaa,2020-03-31,-64.0
Uusimaa,2020-04-01,-61.0
Uusimaa,2020-04-02,-65.0
Uusimaa,2020-04-03,-67.0
Uusimaa,2020-04-04,-62.0
Uusimaa,2020-04-05,-62.0
Uusimaa,2020-04-06,-61.0
Uusimaa,2020-04-07,-62.0
Uusimaa,2020-04-08,-61.0
Uusimaa,2020-04-09,-61.0
Uusimaa,2020-04-10,-73.0
Uusimaa,2020-04-11,-62.0
Uusimaa,2020-04-12,-74.0
Uusimaa,2020-04-13,-71.0
Uusimaa,2020-04-14,-65.0
Uusimaa,2020-04-15,-63.0
Uusimaa,2020-04-16,-65.0
Uusimaa,2020-04-17,-63.0
Uusimaa,2020-04-18,-58.0
Uusimaa,2020-04-19,-60.0
Uusimaa,2020-04-20,-58.0
Uusimaa,2020-04-21,-56.0
Uusimaa,2020-04-22,-57.0
Uusimaa,2020-04-23,-58.0
Uusimaa,2020-04-24,-62.0
Uusimaa,2020-04-25,-58.0
Uusimaa,2020-04-26,-61.0
Uusimaa,2020-04-27,-58.0
Uusimaa,2020-04-28,-59.0
Uusimaa,2020-04-29,-58.0
Uusimaa,2020-04-30,-55.0
Uusimaa,2020-05-01,-72.0
Uusimaa,2020-05-02,-62.0
Uusimaa,2020-05-03,-57.0
Uusimaa,2020-05-04,-56.0
Uusimaa,2020-05-05,-54.0
Uusimaa,2020-05-06,-53.0
Uusimaa,2020-05-07,-55.0
Uusimaa,2020-05-08,-55.0
Uusimaa,2020-05-09,-49.0
Uusimaa,2020-05-10,-51.0
Uusimaa,2020-05-11,-60.0
Uusimaa,2020-05-12,-55.0
Uusimaa,2020-05-13,-56.0
Uusimaa,2020-05-14,-52.0
Uusimaa,2020-05-15,-53.0
Uusimaa,2020-05-16,-57.0
Uusimaa,2020-05-17,-56.0
Uusimaa,2020-05-18,-49.0
Uusimaa,2020-05-19,-51.0
Uusimaa,2020-05-20,-44.0
Uusimaa,2020-05-21,-60.0
Uusimaa,2020-05-22,-50.0
Uusimaa,2020-05-23,-45.0
Uusimaa,2020-05-24,-49.0
Uusimaa,2020-05-25,-43.0
Uusimaa,2020-05-26,-40.0
Uusimaa,2020-05-27,-41.0
Uusimaa,2020-05-28,-45.0
Uusimaa,2020-05-29,-43.0
Uusimaa,2020-05-30,-32.0
Uusimaa,2020-05-31,-39.0
Uusimaa,2020-06-01,-38.0
Uusimaa,2020-06-02,-37.0
Uusimaa,2020-06-03,-35.0
Uusimaa,2020-06-04,-43.0
Uusimaa,2020-06-05,-44.0
Uusimaa,2020-06-06,-41.0
Uusimaa,2020-06-07,-36.0
Uusimaa,2020-06-08,-44.0
Uusimaa,2020-06-09,-41.0
Uusimaa,2020-06-10,-36.0
Uusimaa,2020-06-11,-39.0
Uusimaa,2020-06-12,-39.0
Uusimaa,2020-06-13,-31.0
Uusimaa,2020-06-14,-35.0
Uusimaa,2020-06-15,-36.0
Uusimaa,2020-06-16,-37.0
Uusimaa,2020-06-17,-35.0
Uusimaa,2020-06-18,-40.0
Uusimaa,2020-06-19,-60.0
Uusimaa,2020-06-20,-57.0
Uusimaa,2020-06-21,-46.0
Uusimaa,2020-06-22,-41.0
Uusimaa,2020-06-23,-38.0
Uusimaa,2020-06-24,-36.0
Uusimaa,2020-06-25,-39.0
Uusimaa,2020-06-26,-39.0
Uusimaa,2020-06-27,-29.0
Uusimaa,2020-06-28,-32.0
Uusimaa,2020-06-29,-40.0
Uusimaa,2020-06-30,-43.0
Uusimaa,2020-07-01,-38.0
Uusimaa,2020-07-02,-39.0
Uusimaa,2020-07-03,-37.0
Uusimaa,2020-07-04,-37.0
Uusimaa,2020-07-05,-37.0
Uusimaa,2020-07-06,-39.0
Uusimaa,2020-07-07,-41.0
Uusimaa,2020-07-08,-39.0
Uusimaa,2020-07-09,-43.0
Uusimaa,2020-07-10,-39.0
Uusimaa,2020-07-11,-42.0
Uusimaa,2020-07-12,-30.0
Uusimaa,2020-07-13,-43.0
Uusimaa,2020-07-14,-40.0
Uusimaa,2020-07-15,-39.0
Uusimaa,2020-07-16,-41.0
Uusimaa,2020-07-17,-41.0
Uusimaa,2020-07-18,-31.0
Uusimaa,2020-07-19,-33.0
Uusimaa,2020-07-20,-40.0
Uusimaa,2020-07-21,-43.0
Uusimaa,2020-07-22,-40.0
Uusimaa,2020-07-23,-44.0
Uusimaa,2020-07-24,-44.0
Uusimaa,2020-07-25,-34.0
Uusimaa,2020-07-26,-28.0
Uusimaa,2020-07-27,-39.0
Uusimaa,2020-07-28,-43.0
Uusimaa,2020-07-29,-41.0
Uusimaa,2020-07-30,-42.0
Uusimaa,2020-07-31,-39.0
Uusimaa,2020-08-01,-27.0
Uusimaa,2020-08-02,-31.0
Uusimaa,2020-08-03,-36.0
Uusimaa,2020-08-04,-37.0
Uusimaa,2020-08-05,-33.0
Uusimaa,2020-08-06,-38.0
Uusimaa,2020-08-07,-36.0
Uusimaa,2020-08-08,-27.0
Uusimaa,2020-08-09,-27.0
Uusimaa,2020-08-10,-34.0
Uusimaa,2020-08-11,-36.0
Uusimaa,2020-08-12,-35.0
Uusimaa,2020-08-13,-36.0
Uusimaa,2020-08-14,-36.0
Uusimaa,2020-08-15,-30.0
Uusimaa,2020-08-16,-29.0
Uusimaa,2020-08-17,-34.0
Uusimaa,2020-08-18,-35.0
Uusimaa,2020-08-19,-33.0
Uusimaa,2020-08-20,-36.0
Uusimaa,2020-08-21,-34.0
Uusimaa,2020-08-22,-37.0
Uusimaa,2020-08-23,-29.0
Uusimaa,2020-08-24,-36.0
Uusimaa,2020-08-25,-36.0
Uusimaa,2020-08-26,-34.0
Uusimaa,2020-08-27,-35.0
Uusimaa,2020-08-28,-35.0
Uusimaa,2020-08-29,-29.0
Uusimaa,2020-08-30,-38.0
Uusimaa,2020-08-31,-35.0
Uusimaa,2020-09-01,-31.0
Uusimaa,2020-09-02,-33.0
Uusimaa,2020-09-03,-37.0
Uusimaa,2020-09-04,-35.0
Uusimaa,2020-09-05,-33.0
Uusimaa,2020-09-06,-34.0
Uusimaa,2020-09-07,-34.0
Uusimaa,2020-09-08,-37.0
Uusimaa,2020-09-09,-35.0
Uusimaa,2020-09-10,-35.0
Uusimaa,2020-09-11,-34.0
Uusimaa,2020-09-12,-34.0
Uusimaa,2020-09-13,-29.0
Uusimaa,2020-09-14,-31.0
Uusimaa,2020-09-15,-32.0
Uusimaa,2020-09-16,-33.0
Uusimaa,2020-09-17,-39.0
Uusimaa,2020-09-18,-32.0
Uusimaa,2020-09-19,-26.0
Uusimaa,2020-09-20,-30.0
Uusimaa,2020-09-21,-33.0
Uusimaa,2020-09-22,-33.0
Uusimaa,2020-09-23,-32.0
Uusimaa,2020-09-24,-33.0
Uusimaa,2020-09-25,-34.0
Uusimaa,2020-09-26,-26.0
Uusimaa,2020-09-27,-28.0
Uusimaa,2020-09-28,-32.0
Uusimaa,2020-09-29,-35.0
Uusimaa,2020-09-30,-33.0
Uusimaa,2020-10-01,-35.0
Uusimaa,2020-10-02,-36.0
Uusimaa,2020-10-03,-31.0
Uusimaa,2020-10-04,-39.0
Uusimaa,2020-10-05,-33.0
Uusimaa,2020-10-06,-36.0
Uusimaa,2020-10-07,-36.0
Uusimaa,2020-10-08,-38.0
Uusimaa,2020-10-09,-39.0
Uusimaa,2020-10-10,-34.0
Uusimaa,2020-10-11,-40.0
Uusimaa,2020-10-12,-41.0
Uusimaa,2020-10-13,-42.0
Uusimaa,2020-10-14,-41.0
Uusimaa,2020-10-15,-43.0
Uusimaa,2020-10-16,-45.0
Uusimaa,2020-10-17,-38.0
Uusimaa,2020-10-18,-41.0
Uusimaa,2020-10-19,-38.0
Uusimaa,2020-10-20,-38.0
Uusimaa,2020-10-21,-39.0
Uusimaa,2020-10-22,-41.0
Uusimaa,2020-10-23,-39.0
Uusimaa,2020-10-24,-36.0
Uusimaa,2020-10-25,-39.0
Uusimaa,2020-10-26,-37.0
Uusimaa,2020-10-27,-38.0
Uusimaa,2020-10-28,-37.0
Uusimaa,2020-10-29,-38.0
Uusimaa,2020-10-30,-38.0
Uusimaa,2020-10-31,-36.0
Uusimaa,2020-11-01,-39.0
Uusimaa,2020-11-02,-38.0
Uusimaa,2020-11-03,-38.0
Uusimaa,2020-11-04,-39.0
Uusimaa,2020-11-05,-40.0
Uusimaa,2020-11-06,-40.0
Uusimaa,2020-11-07,-36.0
Uusimaa,2020-11-08,-37.0
Uusimaa,2020-11-09,-39.0
Uusimaa,2020-11-10,-39.0
Uusimaa,2020-11-11,-39.0
Uusimaa,2020-11-12,-40.0
Uusimaa,2020-11-13,-39.0
Uusimaa,2020-11-14,-35.0
Uusimaa,2020-11-15,-41.0
Uusimaa,2020-11-16,-39.0
Uusimaa,2020-11-17,-40.0
Uusimaa,2020-11-18,-38.0
Uusimaa,2020-11-19,-43.0
Uusimaa,2020-11-20,-40.0
Uusimaa,2020-11-21,-40.0
Uusimaa,2020-11-22,-42.0
Uusimaa,2020-11-23,-41.0
Uusimaa,2020-11-24,-42.0
Uusimaa,2020-11-25,-42.0
Uusimaa,2020-11-26,-43.0
Uusimaa,2020-11-27,-43.0
Uusimaa,2020-11-28,-44.0
Uusimaa,2020-11-29,-49.0
Uusimaa,2020-11-30,-44.0
Uusimaa,2020-12-01,-45.0
Uusimaa,2020-12-02,-46.0
Uusimaa,2020-12-03,-49.0
Uusimaa,2020-12-04,-49.0
Uusimaa,2020-12-05,-47.0
Uusimaa,2020-12-06,-52.0
Uusimaa,2020-12-07,-46.0
Uusimaa,2020-12-08,-47.0
Uusimaa,2020-12-09,-48.0
Uusimaa,2020-12-10,-48.0
Uusimaa,2020-12-11,-48.0
Uusimaa,2020-12-12,-44.0
Uusimaa,2020-12-13,-48.0
Uusimaa,2020-12-14,-46.0
Uusimaa,2020-12-15,-45.0
Uusimaa,2020-12-16,-45.0
Uusimaa,2020-12-17,-45.0
Uusimaa,2020-12-18,-47.0
Uusimaa,2020-12-19,-41.0
Uusimaa,2020-12-20,-47.0
Uusimaa,2020-12-21,-44.0
Uusimaa,2020-12-22,-44.0
Uusimaa,2020-12-23,-49.0
Uusimaa,2020-12-24,-71.0
Uusimaa,2020-12-25,-79.0
Uusimaa,2020-12-26,-60.0
Uusimaa,2020-12-27,-56.0
Uusimaa,2020-12-28,-54.0
Uusimaa,2020-12-29,-56.0
Uusimaa,2020-12-30,-54.0
Uusimaa,2020-12-31,-53.0
Uusimaa,2020-02-15,0.0
Uusimaa,2020-02-16,-8.0
Uusimaa,2020-02-17,-9.0
Uusimaa,2020-02-18,-10.0
Uusimaa,2020-02-19,-9.0
Uusimaa,2020-02-20,-10.0
Uusimaa,2020-02-21,-13.0
Uusimaa,2020-02-22,-10.0
Uusimaa,2020-02-23,2.0
Uusimaa,2020-02-24,2.0
Uusimaa,2020-02-25,3.0
Uusimaa,2020-02-26,1.0
Uusimaa,2020-02-27,1.0
Uusimaa,2020-02-28,0.0
Uusimaa,2020-02-29,5.0
Uusimaa,2020-03-01,-2.0
Uusimaa,2020-03-02,-1.0
Uusimaa,2020-03-03,-4.0
Uusimaa,2020-03-04,-5.0
Uusimaa,2020-03-05,-3.0
Uusimaa,2020-03-06,-4.0
Uusimaa,2020-03-07,-1.0
Uusimaa,2020-03-08,0.0
Uusimaa,2020-03-09,-5.0
Uusimaa,2020-03-10,-8.0
Uusimaa,2020-03-11,-9.0
Uusimaa,2020-03-12,-12.0
Uusimaa,2020-03-13,-27.0
Uusimaa,2020-03-14,-33.0
Uusimaa,2020-03-15,-36.0
Uusimaa,2020-03-16,-36.0
Uusimaa,2020-03-17,-46.0
Uusimaa,2020-03-18,-50.0
Uusimaa,2020-03-19,-51.0
Uusimaa,2020-03-20,-54.0
Uusimaa,2020-03-21,-58.0
Uusimaa,2020-03-22,-57.0
Uusimaa,2020-03-23,-57.0
Uusimaa,2020-03-24,-59.0
Uusimaa,2020-03-25,-59.0
Uusimaa,2020-03-26,-59.0
Uusimaa,2020-03-27,-62.0
Uusimaa,2020-03-28,-61.0
Uusimaa,2020-03-29,-63.0
Uusimaa,2020-03-30,-61.0
Uusimaa,2020-03-31,-62.0
Uusimaa,2020-04-01,-60.0
Uusimaa,2020-04-02,-63.0
Uusimaa,2020-04-03,-65.0
Uusimaa,2020-04-04,-62.0
Uusimaa,2020-04-05,-61.0
Uusimaa,2020-04-06,-59.0
Uusimaa,2020-04-07,-60.0
Uusimaa,2020-04-08,-60.0
Uusimaa,2020-04-09,-60.0
Uusimaa,2020-04-10,-73.0
Uusimaa,2020-04-11,-62.0
Uusimaa,2020-04-12,-74.0
Uusimaa,2020-04-13,-71.0
Uusimaa,2020-04-14,-63.0
Uusimaa,2020-04-15,-62.0
Uusimaa,2020-04-16,-63.0
Uusimaa,2020-04-17,-61.0
Uusimaa,2020-04-18,-59.0
Uusimaa,2020-04-19,-61.0
Uusimaa,2020-04-20,-58.0
Uusimaa,2020-04-21,-56.0
Uusimaa,2020-04-22,-57.0
Uusimaa,2020-04-23,-58.0
Uusimaa,2020-04-24,-62.0
Uusimaa,2020-04-25,-60.0
Uusimaa,2020-04-26,-62.0
Uusimaa,2020-04-27,-58.0
Uusimaa,2020-04-28,-59.0
Uusimaa,2020-04-29,-58.0
Uusimaa,2020-04-30,-54.0
Uusimaa,2020-05-01,-72.0
Uusimaa,2020-05-02,-63.0
Uusimaa,2020-05-03,-58.0
Uusimaa,2020-05-04,-56.0
Uusimaa,2020-05-05,-53.0
Uusimaa,2020-05-06,-53.0
Uusimaa,2020-05-07,-55.0
Uusimaa,2020-05-08,-55.0
Uusimaa,2020-05-09,-50.0
Uusimaa,2020-05-10,-51.0
Uusimaa,2020-05-11,-60.0
Uusimaa,2020-05-12,-55.0
Uusimaa,2020-05-13,-56.0
Uusimaa,2020-05-14,-51.0
Uusimaa,2020-05-15,-52.0
Uusimaa,2020-05-16,-57.0
Uusimaa,2020-05-17,-56.0
Uusimaa,2020-05-18,-49.0
Uusimaa,2020-05-19,-51.0
Uusimaa,2020-05-20,-45.0
Uusimaa,2020-05-21,-60.0
Uusimaa,2020-05-22,-50.0
Uusimaa,2020-05-23,-45.0
Uusimaa,2020-05-24,-49.0
Uusimaa,2020-05-25,-44.0
Uusimaa,2020-05-26,-41.0
Uusimaa,2020-05-27,-42.0
Uusimaa,2020-05-28,-45.0
Uusimaa,2020-05-29,-43.0
Uusimaa,2020-05-30,-33.0
Uusimaa,2020-05-31,-40.0
Uusimaa,2020-06-01,-38.0
Uusimaa,2020-06-02,-37.0
Uusimaa,2020-06-03,-36.0
Uusimaa,2020-06-04,-43.0
Uusimaa,2020-06-05,-44.0
Uusimaa,2020-06-06,-41.0
Uusimaa,2020-06-07,-37.0
Uusimaa,2020-06-08,-44.0
Uusimaa,2020-06-09,-41.0
Uusimaa,2020-06-10,-37.0
Uusimaa,2020-06-11,-39.0
Uusimaa,2020-06-12,-39.0
Uusimaa,2020-06-13,-32.0
Uusimaa,2020-06-14,-36.0
Uusimaa,2020-06-15,-36.0
Uusimaa,2020-06-16,-38.0
Uusimaa,2020-06-17,-36.0
Uusimaa,2020-06-18,-40.0
Uusimaa,2020-06-19,-61.0
Uusimaa,2020-06-20,-58.0
Uusimaa,2020-06-21,-47.0
Uusimaa,2020-06-22,-41.0
Uusimaa,2020-06-23,-39.0
Uusimaa,2020-06-24,-37.0
Uusimaa,2020-06-25,-39.0
Uusimaa,2020-06-26,-39.0
Uusimaa,2020-06-27,-31.0
Uusimaa,2020-06-28,-33.0
Uusimaa,2020-06-29,-40.0
Uusimaa,2020-06-30,-44.0
Uusimaa,2020-07-01,-39.0
Uusimaa,2020-07-02,-39.0
Uusimaa,2020-07-03,-37.0
Uusimaa,2020-07-04,-37.0
Uusimaa,2020-07-05,-38.0
Uusimaa,2020-07-06,-39.0
Uusimaa,2020-07-07,-42.0
Uusimaa,2020-07-08,-39.0
Uusimaa,2020-07-09,-43.0
Uusimaa,2020-07-10,-39.0
Uusimaa,2020-07-11,-43.0
Uusimaa,2020-07-12,-31.0
Uusimaa,2020-07-13,-43.0
Uusimaa,2020-07-14,-41.0
Uusimaa,2020-07-15,-39.0
Uusimaa,2020-07-16,-41.0
Uusimaa,2020-07-17,-42.0
Uusimaa,2020-07-18,-32.0
Uusimaa,2020-07-19,-34.0
Uusimaa,2020-07-20,-40.0
Uusimaa,2020-07-21,-44.0
Uusimaa,2020-07-22,-40.0
Uusimaa,2020-07-23,-44.0
Uusimaa,2020-07-24,-44.0
Uusimaa,2020-07-25,-35.0
Uusimaa,2020-07-26,-28.0
Uusimaa,2020-07-27,-39.0
Uusimaa,2020-07-28,-44.0
Uusimaa,2020-07-29,-42.0
Uusimaa,2020-07-30,-42.0
Uusimaa,2020-07-31,-39.0
Uusimaa,2020-08-01,-27.0
Uusimaa,2020-08-02,-31.0
Uusimaa,2020-08-03,-35.0
Uusimaa,2020-08-04,-37.0
Uusimaa,2020-08-05,-34.0
Uusimaa,2020-08-06,-37.0
Uusimaa,2020-08-07,-35.0
Uusimaa,2020-08-08,-27.0
